User 1     User 2     Similarity
 PolskiFailer           PolskiFailer              1.0
 PolskiFailer           alexchevalier1              0.027777777777777776
 PolskiFailer           Luckson_O              0.041666666666666664
 PolskiFailer           tiger052374              0.0
 PolskiFailer           BartekZgrajka              1.0
 PolskiFailer           vankarumang              0.0
 PolskiFailer           DynamikFocus              0.0
 PolskiFailer           500pxrtg              0.0
 PolskiFailer           BramcoteToday              0.0
 PolskiFailer           zielweltschmerz              0.0
 PolskiFailer           detshady6425              0.0
 PolskiFailer           HavokGoneOOC              0.0
 PolskiFailer           AMO4551              0.02702702702702703
 PolskiFailer           GlasgowsVoice              0.0
 PolskiFailer           EgidioB_USAFan              0.0
 PolskiFailer           Gueven8              0.0
 PolskiFailer           gavinboyce23333              1.0
 PolskiFailer           pedrommmoreira1              1.0
 PolskiFailer           Positive_Pulse              0.0
 PolskiFailer           DawnRomanick              0.02631578947368421
 PolskiFailer           guruwan2b              0.0
 PolskiFailer           MiguelSuppo_              0.0
 PolskiFailer           ZacBarrient              0.041666666666666664
 PolskiFailer           amanda_wowk              0.024390243902439025
 PolskiFailer           maivinhalliwell              0.03225806451612903
 PolskiFailer           RoulaDouglas              0.0
 PolskiFailer           Nate_Santana1              0.041666666666666664
 PolskiFailer           cball47              0.05714285714285714
 PolskiFailer           F_Miah_786              0.030303030303030304
 PolskiFailer           claireworth1685              0.02702702702702703
 PolskiFailer           kennethkilpatri              1.0
 PolskiFailer           SaraRoc05191903              0.09375
 PolskiFailer           babatundemuham6              0.03333333333333333
 PolskiFailer           Ga_Bunnie              0.0
 PolskiFailer           s_nailee              0.0
 PolskiFailer           fadlala5              1.0
 PolskiFailer           jchqx_              0.0
 PolskiFailer           Therybass              0.0
 PolskiFailer           Agamewillwin1              0.03333333333333333
 PolskiFailer           NZFCLUB              0.0
 PolskiFailer           SoloCruzAzul10              0.041666666666666664
 PolskiFailer           MyFamil12              0.03333333333333333
 PolskiFailer           djrresto              0.02702702702702703
 PolskiFailer           HaririAli              0.023255813953488372
