       User 1                  User 2          Similarity
 PolskiFailer           PolskiFailer              1.0
 PolskiFailer           alexchevalier1              0.09027777777777778
 PolskiFailer           Luckson_O              0.07291666666666667
 PolskiFailer           tiger052374              0.03571428571428571
 PolskiFailer           KaiserAntoinee              0.0
 PolskiFailer           BartekZgrajka              1.0
 PolskiFailer           vankarumang              0.041666666666666664
 PolskiFailer           DynamikFocus              0.0
 PolskiFailer           500pxrtg              0.05555555555555555
 PolskiFailer           BramcoteToday              0.0
 PolskiFailer           zielweltschmerz              0.0
 PolskiFailer           MontanaRae25              0.2
 PolskiFailer           detshady6425              0.0
 PolskiFailer           unitedcycleride              0.05
 PolskiFailer           HavokGoneOOC              0.0
 PolskiFailer           Rafaela_Eirado              0.2
 PolskiFailer           AMO4551              0.06925675675675676
 PolskiFailer           EgidioB_USAFan              0.0
 PolskiFailer           SESPride              0.16666666666666666
 PolskiFailer           LaaautyLopez              0.07407407407407407
 PolskiFailer           Gueven8              0.05
 PolskiFailer           gavinboyce23333              1.0
 PolskiFailer           C_Rich75              0.0
 PolskiFailer           matiusco              0.125
 PolskiFailer           pedrommmoreira1              1.0
 PolskiFailer           Positive_Pulse              0.037037037037037035
 PolskiFailer           DawnRomanick              0.09210526315789473
 PolskiFailer           LivinTheDreamFC              0.0625
 PolskiFailer           guruwan2b              0.08333333333333333
 PolskiFailer           MiguelSuppo_              0.08333333333333333
 PolskiFailer           ZacBarrient              0.07291666666666667
 PolskiFailer           amanda_wowk              0.04516711833785004
 PolskiFailer           maivinhalliwell              0.04778972520908004
 PolskiFailer           AskMicheleFirst              0.05555555555555555
 PolskiFailer           imTerrah              0.16666666666666666
 PolskiFailer           RoulaDouglas              0.0
 PolskiFailer           Nate_Santana1              0.07291666666666667
 PolskiFailer           cball47              0.07678571428571429
 PolskiFailer           F_Miah_786              0.05757575757575758
 PolskiFailer           claireworth1685              0.05067567567567568
 PolskiFailer           qcexclusive              0.16666666666666666
 PolskiFailer           kennethkilpatri              1.0
 PolskiFailer           SaraRoc05191903              0.0734375
 PolskiFailer           babatundemuham6              0.008333333333333333
 PolskiFailer           Ga_Bunnie              0.0
 PolskiFailer           CoryRHuston              0.05555555555555555
 PolskiFailer           Phileosophos              0.0
 PolskiFailer           deadpeoplecom              0.0
 PolskiFailer           jillianebean              0.0
 PolskiFailer           HillaryKenyon              0.0
 PolskiFailer           fadlala5              1.0
 PolskiFailer           jchqx_              0.0
 PolskiFailer           thee_guimaraes              0.2
 PolskiFailer           Kendidally              0.1
 PolskiFailer           Therybass              0.0
 PolskiFailer           KrysBaylor              0.0
 PolskiFailer           Agamewillwin1              0.049999999999999996
 PolskiFailer           NZFCLUB              0.07142857142857142
 PolskiFailer           tudor1_b              0.05555555555555555
 PolskiFailer           SoloCruzAzul10              0.07291666666666667
 PolskiFailer           myfamliTM              0.1
 PolskiFailer           HolianVI              0.0
 PolskiFailer           MyFamil12              0.049999999999999996
 PolskiFailer           djrresto              0.06925675675675676
 PolskiFailer           jgraylock              0.0625
 PolskiFailer           rachcurley20              0.05555555555555555
 PolskiFailer           jen_iZest              0.08333333333333333
 PolskiFailer           JoshMahar2y              0.07291666666666667
 PolskiFailer           TiresAndMoreInc              0.16666666666666666
 PolskiFailer           Gahamarilla7              0.125
 PolskiFailer           PGHMayors              0.12037037037037036
 PolskiFailer           JamesReporting              0.16666666666666666
 PolskiFailer           MihalitsaE              0.05
 PolskiFailer           maloran23              0.07291666666666667
 PolskiFailer           Tiffanyta5              0.0
 PolskiFailer           ilovefijitours              0.12012012012012012
 PolskiFailer           PeytonChandler_              0.07291666666666667
 PolskiFailer           uriplacis              0.049999999999999996
 PolskiFailer           jinx_juggs              0.16666666666666666
 PolskiFailer           1realisticmind              0.0
 PolskiFailer           king_kahlan              0.0
 PolskiFailer           ImSthrnYall              0.1
 PolskiFailer           Nidssss15              0.07291666666666667
 PolskiFailer           TomGoatszn              0.07291666666666667
 PolskiFailer           ArtioWyvern              0.16666666666666666
 PolskiFailer           jillconan368              0.06456456456456457
 PolskiFailer           Barbato01Jp              1.0
 PolskiFailer           FitnessSyncer              0.0
 PolskiFailer           RAIDERLIVE              0.0
 PolskiFailer           chris_carrier96              0.07291666666666667
 PolskiFailer           eduar_korn              0.07291666666666667
 PolskiFailer           vitabea              0.045454545454545456
